sleep_hours,work_hours
12.583333333333334,2.0
7.666666666666667,8.333333333333334
9.25,8.566666666666666
8.75,8.25
4.25,4.433333333333334
9.583333333333334,11.15
10.9,6.283333333333333
10.25,7.75
11.0,0.75
9.666666666666666,1.0833333333333333
8.75,10.95
9.05,7.816666666666666
9.833333333333334,9.0
9.75,6.833333333333333
14.75,2.25
8.583333333333334,8.583333333333334
8.083333333333334,4.333333333333333
7.5,8.166666666666666
7.5,1.5
8.716666666666667,8.0
10.25,7.75
7.833333333333333,10.166666666666666
7.666666666666667,8.183333333333334
6.416666666666667,14.0
5.916666666666667,12.333333333333334
7.75,10.083333333333334
8.0,3.1666666666666665
8.0,9.583333333333334
6.916666666666667,6.25
9.75,8.583333333333334
8.25,7.75
6.666666666666667,9.833333333333334
7.616666666666666,4.75
8.2,9.0
8.583333333333334,0.75
7.0,9.866666666666667
8.2,8.116666666666667
8.333333333333334,7.633333333333334
8.333333333333334,4.0
10.5,6.4
6.333333333333333,9.416666666666666
9.5,6.75
10.0,6.883333333333334
7.333333333333333,8.75
7.933333333333334,2.5
5.083333333333333,6.033333333333333
7.166666666666667,7.333333333333333
4.65,12.333333333333334
8.5,5.75
8.0,7.666666666666667
8.75,4.166666666666667
7.833333333333333,2.8333333333333335
8.833333333333334,8.483333333333333
9.75,7.75
8.916666666666666,0.5
11.25,5.333333333333333
5.75,8.383333333333333
4.5,8.0
7.0,6.333333333333333
8.083333333333334,7.666666666666667
8.5,7.3
9.75,4.833333333333333
4.5,16.666666666666668
7.5,2.0
9.083333333333334,2.9166666666666665
8.333333333333334,7.9
8.666666666666666,5.75
8.0,9.416666666666666
10.75,6.833333333333333
7.75,8.75
9.916666666666666,7.5
9.666666666666666,11.916666666666666
9.583333333333334,8.916666666666666
9.0,8.233333333333333
9.0,8.383333333333333
8.666666666666666,8.116666666666667
8.75,8.25
6.466666666666667,12.083333333333334
6.166666666666667,7.833333333333333
9.45,13.816666666666666
8.333333333333334,9.25
9.5,1.0
4.166666666666667,9.183333333333334
5.75,9.5
7.5,2.5
9.066666666666666,8.0
9.833333333333334,7.25
9.0,8.0
8.666666666666666,8.083333333333334
10.0,6.083333333333333
5.583333333333333,6.0
8.5,9.5
7.916666666666667,8.183333333333334
7.35,9.533333333333333
9.833333333333334,9.583333333333334
8.333333333333334,9.166666666666666
10.5,2.75
8.5,7.916666666666667
8.25,8.083333333333334
9.5,2.0
7.5,4.383333333333334
9.0,9.5
12.25,2.0
5.916666666666667,8.583333333333334
9.25,7.666666666666667
8.333333333333334,10.333333333333334
9.25,8.366666666666667
9.75,1.8333333333333333
6.666666666666667,0.9
7.833333333333333,9.916666666666666
13.833333333333334,6.166666666666667
7.75,7.916666666666667
7.15,9.0
8.0,6.5
10.5,2.0
10.5,6.916666666666667
5.5,7.25
8.5,5.666666666666667
11.5,7.0
9.5,3.5
9.083333333333334,8.583333333333334
8.083333333333334,8.266666666666667
7.1,10.233333333333333
7.333333333333333,7.916666666666667
10.0,3.75
7.916666666666667,2.5
10.583333333333334,8.0
7.916666666666667,7.833333333333333
9.75,8.25
7.583333333333333,8.166666666666666
8.95,7.95
11.083333333333334,9.666666666666666
8.0,1.0
7.25,7.333333333333333
9.5,9.25
8.666666666666666,8.5
7.0,8.166666666666666
6.833333333333333,10.0
4.75,9.383333333333333
11.583333333333334,7.833333333333333
7.166666666666667,9.166666666666666
6.583333333333333,4.833333333333333
10.25,9.8
7.75,7.75
5.5,10.333333333333334
8.25,5.083333333333333
6.75,14.0
6.6,14.45
6.5,11.083333333333334
10.5,6.2
11.333333333333334,1.0
8.5,6.416666666666667
9.0,9.0
7.666666666666667,10.416666666666666
8.633333333333333,3.4166666666666665
7.25,9.716666666666667
7.833333333333333,7.666666666666667
10.166666666666666,4.75
10.5,7.633333333333334
11.75,9.666666666666666
8.15,0.75
8.5,4.333333333333333
9.0,10.416666666666666
9.0,6.75
10.75,6.916666666666667
6.833333333333333,7.916666666666667
6.916666666666667,10.333333333333334
9.5,8.916666666666666
8.916666666666666,8.166666666666666
8.25,8.0
13.5,0.16666666666666666
7.583333333333333,6.916666666666667
9.083333333333334,9.333333333333334
8.45,0.3333333333333333
8.5,2.0
7.333333333333333,8.583333333333334
6.166666666666667,11.5
9.133333333333333,6.666666666666667
8.666666666666666,5.083333333333333
8.5,8.6
14.0,6.583333333333333
4.633333333333334,10.783333333333333
10.833333333333334,6.083333333333333
10.616666666666667,10.233333333333333
8.25,8.083333333333334
10.75,0.5
7.5,13.25
7.116666666666666,10.866666666666667
8.166666666666666,9.083333333333334
10.0,1.25
6.75,8.116666666666667
8.833333333333334,8.333333333333334
10.5,7.333333333333333
14.5,5.466666666666667
9.2,9.25
9.0,8.5
7.333333333333333,12.133333333333333
10.0,0.5
9.866666666666667,8.216666666666667
7.5,7.0
10.0,7.916666666666667
7.75,9.916666666666666
10.666666666666666,2.0
8.0,1.5
8.75,7.466666666666667
12.666666666666666,2.5
13.75,6.75
7.25,11.333333333333334
8.0,3.0
8.5,8.333333333333334
8.75,3.25
8.416666666666666,13.166666666666666
7.5,10.416666666666666
8.166666666666666,9.333333333333334
4.916666666666667,9.166666666666666
9.166666666666666,9.016666666666667
8.166666666666666,0.1
8.5,8.0
10.333333333333334,7.333333333333333
8.75,8.716666666666667
8.416666666666666,8.75
11.4,5.95
10.0,7.75
11.116666666666667,8.0
9.716666666666667,5.75
5.333333333333333,11.5
10.833333333333334,0.3333333333333333
6.633333333333334,7.583333333333333
9.0,7.25
8.333333333333334,8.25
8.5,7.0
10.25,8.5
11.5,2.0
8.966666666666667,7.533333333333333
8.466666666666667,0.6166666666666667
4.25,4.5
9.083333333333334,12.416666666666666
7.25,13.333333333333334
9.5,8.5
8.25,6.666666666666667
8.416666666666666,9.0
11.083333333333334,6.166666666666667
10.5,6.083333333333333
8.333333333333334,6.083333333333333
7.583333333333333,11.333333333333334
10.5,8.25
10.75,3.5833333333333335
7.9,5.866666666666666
9.583333333333334,2.25
8.0,7.833333333333333
11.333333333333334,4.666666666666667
11.0,5.25
10.0,9.75
9.75,10.0
6.583333333333333,10.25
6.833333333333333,10.083333333333334
7.333333333333333,8.083333333333334
10.416666666666666,4.75
10.416666666666666,10.666666666666666
9.783333333333333,7.75
8.75,7.666666666666667
11.25,8.75
8.333333333333334,2.5
6.75,8.5
10.0,7.016666666666667
9.25,7.75
8.75,7.416666666666667
8.25,6.666666666666667
9.083333333333334,7.583333333333333
7.916666666666667,8.45
8.75,9.25
8.0,7.5
7.75,11.75
6.05,8.15
8.5,8.0
8.75,10.0
2.9166666666666665,2.0
9.916666666666666,6.083333333333333
8.5,4.083333333333333
8.25,6.416666666666667
10.0,7.75
8.833333333333334,8.583333333333334
8.916666666666666,8.166666666666666
8.25,11.0
6.0,9.583333333333334
7.433333333333334,12.066666666666666
8.0,8.083333333333334
9.333333333333334,2.75
8.583333333333334,10.25
7.666666666666667,8.833333333333334
9.033333333333333,6.0
9.666666666666666,10.566666666666666
9.166666666666666,9.083333333333334
7.333333333333333,8.0
7.0,7.4
10.083333333333334,3.75
8.683333333333334,9.083333333333334
11.75,6.916666666666667
7.5,8.333333333333334
8.75,1.3333333333333333
7.333333333333333,7.583333333333333
11.833333333333334,10.5
8.666666666666666,6.916666666666667
9.583333333333334,8.0
9.583333333333334,8.916666666666666
7.75,10.25
10.083333333333334,8.083333333333334
8.716666666666667,8.6
9.0,8.3
8.5,7.883333333333334
9.5,2.0
9.25,5.25
9.166666666666666,7.833333333333333
9.0,7.75
10.166666666666666,8.5
9.833333333333334,3.0
8.5,9.25
6.583333333333333,8.0
3.816666666666667,9.05
8.5,8.2
8.916666666666666,9.583333333333334
7.75,6.083333333333333
8.75,7.5
8.0,13.666666666666666
8.5,4.166666666666667
9.0,9.0
8.75,10.416666666666666
8.5,6.833333333333333
10.5,0.16666666666666666
8.75,9.75
8.5,8.916666666666666
8.75,3.75
5.5,9.283333333333333
4.583333333333333,5.833333333333333
9.5,2.25
7.5,9.666666666666666
7.0,8.5
6.25,13.833333333333334
9.666666666666666,2.783333333333333
9.416666666666666,7.883333333333334
8.666666666666666,7.383333333333334
9.25,4.016666666666667
9.0,6.5
6.5,1.5
9.5,7.166666666666667
7.0,9.5
8.0,6.5
10.0,7.25
6.666666666666667,3.0833333333333335
8.666666666666666,7.333333333333333
8.833333333333334,7.5
7.0,7.75
15.4,3.0
8.083333333333334,7.25
5.0,7.566666666666666
6.75,3.0
6.5,8.666666666666666
8.083333333333334,7.983333333333333
6.333333333333333,7.766666666666667
10.666666666666666,8.633333333333333
10.25,0.08333333333333333
6.0,5.5
7.5,10.216666666666667
6.5,7.0
11.516666666666667,7.233333333333333
8.75,7.666666666666667
8.833333333333334,7.75
7.416666666666667,11.083333333333334
7.5,9.583333333333334
11.0,0.16666666666666666
8.166666666666666,8.166666666666666
6.916666666666667,8.05
8.75,9.0
10.333333333333334,7.833333333333333
3.3333333333333335,4.0
8.55,8.216666666666667
8.5,6.483333333333333
7.75,10.5
7.45,8.083333333333334
6.666666666666667,15.5
8.166666666666666,7.633333333333334
9.0,9.416666666666666
8.166666666666666,7.5
7.25,11.333333333333334
9.033333333333333,7.65
7.75,5.0
2.1666666666666665,7.5
7.5,8.0
9.166666666666666,1.5
7.616666666666666,6.333333333333333
7.45,0.06666666666666667
5.333333333333333,5.75
7.933333333333334,8.85
8.916666666666666,8.1
9.0,5.916666666666667
10.0,7.666666666666667
8.866666666666667,7.35
8.25,9.55
6.75,5.0
9.0,7.083333333333333
6.5,9.75
5.5,9.0
13.5,2.0
8.0,7.75
12.5,0.25
8.5,7.5
8.0,1.5
7.5,1.5
8.416666666666666,9.583333333333334
8.5,10.416666666666666
8.0,10.283333333333333
11.0,8.333333333333334
7.083333333333333,2.0833333333333335
8.75,7.25
5.75,9.083333333333334
9.0,2.5
9.083333333333334,6.833333333333333
5.8,6.333333333333333
9.583333333333334,5.333333333333333
9.633333333333333,4.283333333333333
7.85,11.466666666666667
9.0,1.0
8.2,7.333333333333333
7.25,0.5
6.083333333333333,10.633333333333333
11.5,1.5
8.083333333333334,13.25
10.0,1.75
10.25,2.9166666666666665
7.5,0.25
5.75,2.0
8.316666666666666,13.233333333333333
7.666666666666667,8.7
7.75,2.25
8.25,9.016666666666667
12.666666666666666,5.0
11.416666666666666,0.08333333333333333
7.833333333333333,8.916666666666666
10.583333333333334,2.1666666666666665
9.083333333333334,2.75
8.083333333333334,12.583333333333334
11.0,0.25
6.5,12.75
9.0,7.916666666666667
8.583333333333334,0.16666666666666666
9.0,11.0
8.833333333333334,10.333333333333334
8.816666666666666,1.0166666666666666
7.466666666666667,8.416666666666666
6.966666666666667,10.5
7.583333333333333,10.0
11.0,1.0
9.25,8.166666666666666
8.75,8.25
13.166666666666666,6.25
9.666666666666666,13.166666666666666
5.25,17.25
9.833333333333334,7.916666666666667
7.0,10.583333333333334
9.5,6.55
10.416666666666666,7.75
9.333333333333334,11.1
7.916666666666667,7.0
9.916666666666666,0.75
8.5,6.75
4.0,1.0
9.0,8.333333333333334
4.5,8.816666666666666
8.166666666666666,9.75
9.0,7.833333333333333
8.5,11.966666666666667
6.75,1.0
10.583333333333334,8.416666666666666
8.5,3.4166666666666665
6.833333333333333,11.916666666666666
8.0,8.8
9.0,6.866666666666666
5.0,16.0
7.0,9.75
7.433333333333334,8.0
10.916666666666666,6.583333333333333
8.016666666666667,7.566666666666666
10.25,8.75
10.0,8.333333333333334
8.0,8.933333333333334
9.666666666666666,7.5
8.916666666666666,8.333333333333334
9.083333333333334,5.666666666666667
8.0,4.0
6.833333333333333,1.6666666666666667
11.166666666666666,7.166666666666667
8.9,4.0
9.5,1.0
6.75,5.6
7.833333333333333,10.25
7.416666666666667,11.333333333333334
8.0,8.5
8.733333333333333,9.483333333333333
6.0,6.5
7.833333333333333,6.5
10.5,9.4
9.0,4.25
15.466666666666667,0.3333333333333333
8.5,5.0
7.5,4.666666666666667
11.333333333333334,5.883333333333334
9.333333333333334,1.5
8.5,9.833333333333334
9.333333333333334,9.5
12.083333333333334,4.0
10.5,0.75
5.666666666666667,10.95
7.583333333333333,12.0
9.5,8.0
8.066666666666666,7.583333333333333
7.833333333333333,4.75
7.5,8.5
7.0,7.25
8.666666666666666,4.25
6.583333333333333,9.716666666666667
7.166666666666667,1.5
6.916666666666667,8.416666666666666
9.166666666666666,6.75
2.0,5.666666666666667
7.083333333333333,9.0
5.5,16.666666666666668
12.666666666666666,1.5
7.0,12.266666666666667
7.833333333333333,9.0
7.0,8.166666666666666
8.25,9.25
12.583333333333334,7.833333333333333
8.416666666666666,8.983333333333333
8.083333333333334,3.433333333333333
3.8333333333333335,9.4
8.033333333333333,8.716666666666667
9.75,8.5
8.833333333333334,7.5
3.75,2.5
9.5,7.5
9.75,7.25
4.5,7.75
9.416666666666666,7.916666666666667
10.916666666666666,0.75
7.5,4.75
9.333333333333334,7.0
7.166666666666667,4.0
6.5,6.666666666666667
10.716666666666667,0.08333333333333333
8.75,7.533333333333333
10.083333333333334,8.916666666666666
13.583333333333334,0.4166666666666667
13.0,6.25
8.0,11.416666666666666
8.416666666666666,4.583333333333333
9.416666666666666,0.5
7.916666666666667,4.133333333333334
9.166666666666666,7.166666666666667
15.583333333333334,2.3333333333333335
7.25,11.5
13.0,4.416666666666667
8.5,9.666666666666666
7.75,8.0
10.166666666666666,4.0
13.083333333333334,4.75
3.3333333333333335,7.333333333333333
9.083333333333334,2.4833333333333334
7.5,7.833333333333333
8.0,8.666666666666666
9.0,8.75
4.916666666666667,12.25
11.0,1.75
8.333333333333334,10.716666666666667
6.466666666666667,6.383333333333334
8.166666666666666,8.166666666666666
9.35,2.0
9.333333333333334,3.75
6.166666666666667,2.0
11.0,1.9166666666666667
5.0,7.333333333333333
9.833333333333334,5.25
9.583333333333334,8.5
8.833333333333334,8.5
7.5,7.25
9.416666666666666,3.6666666666666665
9.5,7.25
8.0,2.8333333333333335
8.0,5.083333333333333
8.5,8.166666666666666
8.65,9.4
6.5,10.5
10.416666666666666,0.5
8.583333333333334,7.916666666666667
10.25,1.5
6.833333333333333,10.083333333333334
8.333333333333334,10.0
8.75,8.333333333333334
8.0,7.583333333333333
9.583333333333334,6.0
6.316666666666666,9.333333333333334
8.833333333333334,1.9166666666666667
6.333333333333333,2.0
14.583333333333334,1.5
12.0,7.5
9.5,8.75
8.083333333333334,3.5
6.5,8.0
6.75,14.25
10.0,6.833333333333333
7.083333333333333,4.916666666666667
9.133333333333333,7.016666666666667
10.5,3.75
8.166666666666666,2.0
7.0,11.166666666666666
8.0,8.666666666666666
7.5,8.583333333333334
8.0,12.916666666666666
6.5,10.833333333333334
6.666666666666667,13.25
10.5,1.0
11.5,0.5
9.333333333333334,8.066666666666666
9.5,0.75
10.15,6.5
3.3333333333333335,16.083333333333332
8.466666666666667,7.416666666666667
10.0,6.0
9.8,8.216666666666667
6.5,9.333333333333334
7.666666666666667,7.833333333333333
11.0,8.75
5.083333333333333,15.0
7.25,1.0
11.5,10.416666666666666
9.883333333333333,8.966666666666667
7.0,7.583333333333333
6.166666666666667,12.033333333333333
5.833333333333333,10.5
6.75,5.666666666666667
6.75,7.5
6.833333333333333,7.883333333333334
8.333333333333334,7.633333333333334
7.5,6.8
8.766666666666667,4.333333333333333
7.0,1.25
6.5,7.75
8.5,7.633333333333334
9.75,8.833333333333334
9.0,7.5
7.083333333333333,8.0
8.833333333333334,4.316666666666666
5.0,15.5
13.0,3.0
8.833333333333334,13.166666666666666
4.666666666666667,8.0
1.1666666666666667,21.75
5.75,8.833333333333334
8.9,7.716666666666667
7.833333333333333,10.75
8.5,8.0
11.166666666666666,6.916666666666667
8.083333333333334,7.5
11.25,8.5
8.2,9.0
9.333333333333334,2.4166666666666665
12.55,0.3333333333333333
5.666666666666667,4.25
10.0,0.25
9.916666666666666,7.333333333333333
9.333333333333334,14.333333333333334
7.833333333333333,12.466666666666667
9.5,9.5
8.25,8.016666666666667
5.916666666666667,8.5
8.833333333333334,9.5
8.95,8.983333333333333
8.5,0.5
9.5,8.5
7.333333333333333,8.383333333333333
7.083333333333333,7.5
11.666666666666666,0.75
8.416666666666666,4.75
10.0,7.25
6.833333333333333,3.4166666666666665
6.666666666666667,3.0
7.0,10.0
9.416666666666666,7.883333333333334
9.0,8.166666666666666
8.166666666666666,9.166666666666666
9.75,8.5
7.916666666666667,8.083333333333334
3.0,3.216666666666667
7.5,5.0
7.25,11.083333333333334
7.0,9.866666666666667
5.75,2.9166666666666665
9.0,0.5
10.083333333333334,8.0
8.0,0.3333333333333333
11.0,2.0
7.5,9.0
8.866666666666667,5.0
9.583333333333334,3.0833333333333335
9.0,8.0
7.583333333333333,12.0
5.316666666666666,7.733333333333333
7.583333333333333,11.333333333333334
10.5,3.8333333333333335
10.6,7.583333333333333
12.883333333333333,4.5
9.0,1.9166666666666667
7.083333333333333,4.75
4.166666666666667,17.166666666666668
9.0,7.75
7.416666666666667,8.633333333333333
7.583333333333333,7.883333333333334
10.5,0.5
13.75,2.0
10.5,1.5
12.083333333333334,6.55
6.616666666666666,7.016666666666667
11.916666666666666,5.583333333333333
6.416666666666667,1.2
7.0,8.583333333333334
4.0,11.666666666666666
11.833333333333334,3.8333333333333335
7.5,8.5
9.083333333333334,2.1666666666666665
5.416666666666667,5.833333333333333
7.5,12.5
4.0,8.083333333333334
8.5,7.0
8.583333333333334,8.916666666666666
10.5,12.0
10.166666666666666,7.05
8.516666666666667,5.85
10.5,3.3333333333333335
11.15,2.8333333333333335
8.0,10.25
9.166666666666666,2.5
7.833333333333333,7.25
7.666666666666667,11.833333333333334
23.5,0.4166666666666667
4.666666666666667,8.0
7.416666666666667,4.033333333333333
8.416666666666666,6.833333333333333
7.0,9.5
8.75,7.933333333333334
8.5,9.066666666666666
6.5,9.0
7.833333333333333,8.5
8.0,13.05
7.766666666666667,8.4
9.0,5.416666666666667
7.833333333333333,2.1666666666666665
5.5,8.5
9.916666666666666,2.0
9.5,2.95
10.833333333333334,8.083333333333334
9.25,6.75
10.25,8.083333333333334
7.0,8.6
7.583333333333333,8.666666666666666
9.333333333333334,9.0
7.833333333333333,8.5
