sleep_hours,work_hours,commute_hours,waking_hours,capacity_proxy,sleep_threshold_indicator
12.0,2.0,0.0,12.0,0.16666666666666666,0
6.416666666666667,8.333333333333334,0.25,17.583333333333332,0.48815165876777256,1
8.85,8.566666666666666,0.0,15.15,0.5654565456545654,0
7.416666666666667,8.25,0.8333333333333334,16.583333333333332,0.5477386934673367,0
3.0,4.433333333333334,0.0666666666666666,21.0,0.21428571428571427,1
8.583333333333334,11.15,0.9833333333333332,15.416666666666666,0.787027027027027,0
9.6,6.283333333333333,0.05,14.4,0.43981481481481477,0
9.5,7.75,1.25,14.5,0.6206896551724138,0
10.5,0.75,0.0,13.5,0.05555555555555555,0
8.833333333333334,1.0833333333333333,0.0,15.166666666666666,0.07142857142857142,0
8.533333333333333,10.95,0.6666666666666666,15.466666666666667,0.7510775862068965,0
8.25,7.816666666666666,0.0333333333333333,15.75,0.49841269841269836,0
9.083333333333334,9.0,0.75,14.916666666666666,0.6536312849162011,0
9.5,6.833333333333333,0.5,14.5,0.5057471264367815,0
14.25,2.25,0.5,9.75,0.28205128205128205,0
8.583333333333334,8.583333333333334,1.3333333333333333,15.416666666666666,0.6432432432432433,0
7.0,4.333333333333333,0.25,17.0,0.2696078431372549,0
6.833333333333333,8.166666666666666,0.9166666666666666,17.166666666666668,0.5291262135922329,1
6.5,1.5,1.5,17.5,0.17142857142857143,1
8.216666666666667,8.0,0.6666666666666666,15.783333333333333,0.5491024287222809,0
9.666666666666666,7.75,0.6666666666666666,14.333333333333334,0.5872093023255813,0
7.0,10.166666666666666,0.6666666666666666,17.0,0.6372549019607843,0
6.333333333333333,8.183333333333334,0.4,17.666666666666668,0.4858490566037736,1
6.416666666666667,14.0,1.5,17.583333333333332,0.8815165876777252,1
5.75,12.333333333333334,0.8333333333333334,18.25,0.7214611872146119,1
7.25,10.083333333333334,1.0833333333333333,16.75,0.6666666666666667,0
7.5,3.1666666666666665,0.25,16.5,0.20707070707070707,0
7.5,9.583333333333334,1.6666666666666667,16.5,0.6818181818181818,0
5.5,6.25,0.3333333333333333,18.5,0.35585585585585583,1
9.0,8.583333333333334,0.3333333333333333,15.0,0.5944444444444446,0
7.5,7.75,1.75,16.5,0.5757575757575758,0
6.083333333333333,9.833333333333334,1.0833333333333333,17.916666666666668,0.6093023255813954,1
6.45,4.75,0.25,17.55,0.2849002849002849,1
7.2,9.0,0.7166666666666667,16.8,0.5783730158730158,0
8.583333333333334,0.75,0.0,15.416666666666666,0.04864864864864865,0
6.833333333333333,9.866666666666667,0.5,17.166666666666668,0.603883495145631,1
8.0,8.116666666666667,0.1666666666666666,16.0,0.5177083333333333,0
7.416666666666667,7.633333333333334,0.25,16.583333333333332,0.4753768844221106,0
7.833333333333333,4.0,0.0,16.166666666666668,0.24742268041237112,0
8.25,6.4,0.1,15.75,0.4126984126984127,0
5.5,9.416666666666666,0.75,18.5,0.5495495495495495,1
8.833333333333334,6.75,0.3833333333333333,15.166666666666666,0.4703296703296703,0
9.0,6.883333333333334,0.1166666666666666,15.0,0.4666666666666667,0
6.25,8.75,0.4166666666666667,17.75,0.5164319248826291,1
7.183333333333334,2.5,0.0,16.816666666666666,0.14866204162537167,0
4.5,6.033333333333333,0.0,19.5,0.3094017094017094,1
4.666666666666667,7.333333333333333,1.4166666666666667,19.333333333333332,0.45258620689655177,1
3.566666666666667,12.333333333333334,0.3333333333333333,20.433333333333334,0.6199021207177815,1
8.0,5.75,0.3333333333333333,16.0,0.3802083333333333,0
8.0,7.666666666666667,0.25,16.0,0.4947916666666667,0
8.25,4.166666666666667,0.0833333333333333,15.75,0.2698412698412698,0
6.416666666666667,2.8333333333333335,0.3333333333333333,17.583333333333332,0.18009478672985785,1
8.5,8.483333333333333,0.4166666666666667,15.5,0.5741935483870967,0
9.0,7.75,0.3333333333333333,15.0,0.538888888888889,0
8.333333333333334,0.5,0.2833333333333333,15.666666666666666,0.05,0
9.25,5.333333333333333,0.1666666666666666,14.75,0.3728813559322034,0
5.0,8.383333333333333,0.4,19.0,0.46228070175438596,1
3.5,8.0,0.4166666666666667,20.5,0.41056910569105687,1
6.5,6.333333333333333,0.25,17.5,0.3761904761904762,1
6.5,7.666666666666667,2.1666666666666665,17.5,0.5619047619047619,1
8.0,7.3,3.6166666666666663,16.0,0.6822916666666666,0
9.0,4.833333333333333,0.5,15.0,0.3555555555555555,0
7.0,2.0,0.6666666666666666,17.0,0.1568627450980392,0
8.833333333333334,2.9166666666666665,0.0833333333333333,15.166666666666666,0.19780219780219782,0
7.333333333333333,7.9,1.4166666666666667,16.666666666666668,0.5589999999999999,0
7.5,5.75,0.0,16.5,0.3484848484848485,0
7.25,9.416666666666666,0.6666666666666666,16.75,0.6019900497512437,0
10.0,6.833333333333333,0.3333333333333333,14.0,0.5119047619047619,0
7.75,8.75,1.25,16.25,0.6153846153846154,0
9.916666666666666,7.5,1.5,14.083333333333334,0.6390532544378698,0
8.666666666666666,11.916666666666666,0.3333333333333333,15.333333333333334,0.7989130434782609,0
9.333333333333334,8.916666666666666,1.3333333333333333,14.666666666666666,0.6988636363636364,0
8.5,8.233333333333333,0.25,15.5,0.5473118279569892,0
